tweet_id,customer_message,support_response,intent
1640817,"fix this I️","We can help. Let's continue in DM. https://t.co/GDrqU22YpT",general_complaint_vague
1640824,"Hey ...I am having problems with I again","We still want to help. DM us, and we'll continue there. https://t.co/GDrqU22YpT",general_complaint_vague
1641326,"It says there is a billing problem with a family member's purchase. The other two on account aren't having problem. Family Organizer confirms card linked is fine. &amp; Yes I've done the most recent IOS update","Thanks for letting us know, we’d like to get in touch with our billing support team here: https://t.co/SDIe7UiyJN",purchase_billing
1641336,"Thanks and loving it","You're most welcome!",no_actionable_content
1641339,"hey fix your bug on the letter i please. Updated iOS still can’t use a capital i, get this I️ instead","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1641944,"fix this shit https://t.co/N8A4VgpBRY","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1641948,"Hey y’all gonna fix this I️ situation with the keyboard when someone puts I️ in a sentence and it changes the I️","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1641998,"Yo fix my shit. My emojis gone wild.","Thanks for reaching out. Please DM to let us know more about the issue you're having. https://t.co/GDrqU22YpT",software_issue
1642356,"why does my phone keep asking me to sign into a random Apple ID, even though I’m already signed into my own?","We're here to help out. Was this device purchased new or used? What is it asking you to sign into with this Apple ID?",account_data_issue
164237,".Why do I have to do everything twice with this piece of shit iPhone? Delete calls twice, emails twice, texts, etc. I really just want to smash it.","We'd love to help with your iPhone. When did you start noticing this behavior? What is the current software version installed on the iPhone? Let us know to continue.",software_issue
1642544,"how can we fix thisssss. I️","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1642571,"This I️ thing is annoying","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",no_actionable_content
1642616,"if we have family sharing on and we buy a family pack of iCloud data will all of our photos be synced together.. hoping not","We can answer this for you. It's a bit like sharing a data plan with your family for mobile. Your IDs are not merged in one place.",account_data_issue
1643268,"hi, can u pls explain how I can cancel this subscription and arrange a refund as I was not aware of having subscribed to this? https://t.co/7hOkKbyyaG","For all things billing related you would need to reach out to our iTunes Store team by clicking here: https://t.co/SDIe7UiyJN",how_to_question
1643273,"thanks pal","You're welcome. Feel free to reach out if you have a question or concern in the future. Take care.",no_actionable_content
1643288,"first of all, my SIM card is fiNE and yes I’m UPDATED so wtf 🤨","Thanks for reaching out. Let us know more about the issue you're experiencing in a DM. https://t.co/GDrqU22YpT",general_complaint_vague
1643340,", please fix the letter after ‘H’","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1643908,"hi I received this is it real or fake!!? https://t.co/fbNEEDKAho","It's great that you're being cautious. We can verify this message isn't authentic. Here's a guide to help: https://t.co/sayPykspsk",how_to_question
1645469,"FIX THIS SHIT BECAUSE MY FUCKING PHONE IS TURNING “I️” into a box or some shit","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1645789,"Get just received an email for a purchase I did not make.. this looks dodgy as it now wants me to log in.. please check https://t.co/uaeRSEus96","Thanks for reaching out. This article covers how to identify and report those types of communications: https://t.co/LNMCdqbuR3",purchase_billing
1645848,"How do I get my iPhone to stop downloading iOS 11? I don't want it installed without me doing it. 11 broke the podcasts app.","Let's look into this Podcasts issue together. Please DM us a bit more about what's happening. https://t.co/GDrqU22YpT",software_issue
1645918,"Hi. I recently acquired an Android, but wanna access my iCloud mail (.com) through it in addiction to my Mac. How can I do?","Thanks for reaching out. You can follow these steps to set up iCloud Mail on your Android device: https://t.co/cTsjWt5Vo6",how_to_question
1645948,"calls, voicemails , private messages and emails being ignored by Apple yet again showing how bad the customer service is!","We've received your DM's and we'll continue working with you there.",general_complaint_vague
1646144,"So capital i’s are corrupted and it appeared as an emoji in my recents. What’s up I️ I️ I️","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1646668,"Absolutely not, not trying to suffer with lower case I’s. We all use our phones for business so let’s just fix the problem 🤔 https://t.co/aolKqZo3nG","If you are having trouble with the workaround steps, feel free to DM us and we can look into this further. https://t.co/GDrqU22YpT",software_issue
1647348,"can you people fix the damn keyboard","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1648359,"FUCKING FIX THE LETTER “I️” ON MY FUCKING IPHONE.","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1649567,"can you please make it so eye can type properly again? Thanks","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1649592,"🤔 https://t.co/0HA2KpJ4WS","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",no_actionable_content
1650060,"These updates are literally fucking my phone up. My damn GPS is flashing uncontrollably","We can help. Just to clarify, when you say that your GPS is flashing, are you in the Maps app or somewhere else?",software_issue
1651882,"Managed devices with iOS 11 can‘t connect to wifi, showing the screen like in the image seen below. How can this be solved? https://t.co/dpyvgslUd3","Hey, we'll do our best to help you get connected. Meet us in DM and let's continue from there. https://t.co/GDrqU22YpT",software_issue
1654631,"why are my speakers popping?","We're here to help. Does this happen to all audio?",hardware_issue
1655005,"Ever since I️ downloaded iOS 11.1 my phone has been messing up what’s goin on","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1655458,"11.3 and 7","Thanks. Is this happening with certain apps, or performing certain tasks? Tell us more about what you're experiencing in DM: https://t.co/GDrqU22YpT",no_actionable_content
1655497,"I’m having voice memo compatibility issues with ISO11.0.3 and ISO10 #pleasehelp","Let's see what we can do. What's going on with your voice memos? Let us know in DM. https://t.co/GDrqU22YpT",software_issue
1655613,https://t.co/PM7kleTRQT,"The force restart shouldn't prompt you to slide. It'll bypass that and just shut down the iPhone. Give it another try.",no_actionable_content
1656179,"when are you going to fix this question mark issue every time you type the letter “I “?","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1656555,"HOW DO YOU GET RID OF THIS? PLEASE HELP https://t.co/CsKuaUwrDk","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",how_to_question
1656562,"When is going to fix this issue with the fucking question marks inside a box symbol thing?? Fucking annoying 😩","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1657765,"I recently purchased an iHome iBT84 wireless speaker and it doesn't hold a charge. Can you help me out!?","Thanks for reaching out. Did you purchase this product in one of our stores? Let us know in DM. https://t.co/GDrqU22YpT",hardware_issue
1657769,"Is it possible to convert my full price iPhone X online order to an apple upgrade plan order in store? Currently on T-Mobile","Please reach out to our Apple Online Store Support team for assistance here: https://t.co/8yjRd1Xo0i",purchase_billing
1658636,"Can't close apps from multi tasking pane when on a call on #iphonex Is that happening with anyone else? #iphonexbug?","We want to help. Send us a DM and tell us what happens when you're closing apps. We'll help. https://t.co/GDrqU22YpT",software_issue
1659062,"Starting to get really irritated with the “I️” issue","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1659165,"I️ haven’t got mine yet, but I’m having the same issue everyone else is with the weird text box coming up for the letter “I️” (eye)","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz",software_issue
1659241,"Sounds alarm klaxon to ask question about how to turn off iCloud syncing manually. Need a DM, please!","You can send us a DM at the link below with more details so we can take a look at helping you today. https://t.co/GDrqU22YpT",how_to_question
1659640,OMG,"Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz",no_actionable_content
1659651,"Unrelated to my last tweet: this bug is so annoying! Anyone else having this happen? https://t.co/bZ3c0s1FuT","Thanks for reaching out. We have a workaround for this here: https://t.co/qODbOsp4wz DM us if you still need help.",software_issue
1660419,"What is this I️","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1660425,"My iPhone 7 freezes so much now like chill with these updates","Maybe we can help. Meet up with us in DM, and we'll work on some solutions together. https://t.co/GDrqU22YpT",software_issue
1662166,"I’ve had an email invoice for a purchase I didn’t make? There is a refund link - is it a con?","Thanks for reaching out, we would love to help. If you click on the 'Sender' field, what is the actual email address?",purchase_billing
1662172,"please give us control over our phones. I don't want WiFi/Bluetooth to turn on at 5am. Where is the toggle to turn this ""feature"" off? I'd also like the control center to turn off WiFi/Bluetooth rather than to just disconnect it. https://t.co/WfGcbcRaW1","Thank you for the feedback. You can share your feedback on this topic here: https://t.co/eTPVYVFyd8",how_to_question
1662258,"iPhone 6s and iOS 11.0.3. Many different apps freeze and I’ll be able to close out, but if I try to open again it freezes the phone.","Thanks for those details. When did you install 11.0.3? What do you do to restore functionality when your iPhone freezes?",software_issue
1671251,"I have the Apple Watch Series 3 on iOS 4.1 and my watch is still stuck on the loading screen. Will there be a fix any time soon?","Let's try following this article, and send us a DM if that doesn't help: https://t.co/gZrStAoDfj https://t.co/GDrqU22YpT",software_issue
167278,"I had subscribed for apple music free trial version for 3 months and the very next day it charges me 3 something dollars. What's the point of 3 months free subscription here?","Thank you for getting in contact with us. Please reach out to the iTunes Store team to investigate this charge further. Use this link to get in contact: https://t.co/SDIe7UiyJN",purchase_billing
1673618,"hey fix my phone","We're here to help. Can you DM us more details on your iPhone issues? https://t.co/GDrqU22YpT",general_complaint_vague
1674794,"yo do i need an itunes account to backup and restore my iphone?","We'd love to help. Send us a DM so that we have more room to work with you. https://t.co/GDrqU22YpT",how_to_question
1676203,"Get it together I️ I️ I️ I️ I️ I️","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1676218,"so over this update instead of using I️ and started saying eye bc nobody knows what tf I’m saying","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1676231,"I hate the iPhone update. I can’t turn down my ringer easily and my music is so slow to change. 👎🏼👎🏼","We're here to help. What version of iOS 11 are you running? Find that in Settings &gt; General &gt; About.",software_issue
1676292,"GET THIS THING TO FIX MY I️’s BEFORE I️ RAISE HELL","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/tqme2m68En",software_issue
1676298,"iOS 11 completely FUCKED my phone please fix it this is bullshit","We'd like to look into this with you. Send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT",software_issue
1676805,"man I just love this update No box to type anything Also having issues when I play my music It popup on my lock screen https://t.co/RWwaooa0tr","Let’s work together to see what’s going on. Would you say the keyboard doesn’t appear in all message conversations? https://t.co/GDrqU22YpT",software_issue
1676981,"Done with this shit https://t.co/bwBraMONv7","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1676988,"how do I fix this. fuq ios. 11 https://t.co/zu7RJBORSU","We've received your DM and we'll be glad to follow up with you there shortly. https://t.co/GDrqU22YpT",how_to_question
1677068,"Omg what is wrong with my stupid phone it keeps changing my capital “I️” to an A?!? Wtf!!!! #iphone #help","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1677756,"Yo why is this happening?!!!! Fix this!!!!! So annoying https://t.co/rRIOs538Rr","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ",general_complaint_vague
1677903,"Yo fix your shit with this I️ I️ I️ I️ I️ I️ bullshit","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1678530,"iPhone se iOS 11.1","We have received your DM and you can expect a response from us there shortly. We look forward to helping! https://t.co/GDrqU22YpT",no_actionable_content
1678537,"hopefully there will be an update to fix it","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ",general_complaint_vague
1679170,"Thanks for your response. However, I have been to that page countless times with no success. Is there an agent in customer support that I can speak to on the phone?","For those Apple ID relates issues you will need to get in touch with an Advisor over the phone.",no_actionable_content
1679201,"Hey ever since updating to iOS11.1 my battery life is 💩, apps crash and I’s turn into symbols. I️ thought you were better than this.","We'll be happy to help. DM us and we'll get started. https://t.co/GDrqU22YpT",software_issue
1679212,"is there an issue as my iPhone S keeps shutting down this morning and won’t power on with power button had to do reboot","Send us a DM and let us know which version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT",hardware_issue
1679264,"What he said! I️ so annoyed! ... damnit! https://t.co/TzfrPcdu04","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1679279,"Okay I seriously have an iPhone so I don’t have to see the square with the “?” in it…so wtf ?? Time to switch to a google phone…","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1679937,"I️ hate fix the bug on “I️” damn","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1679967,"That doesn’t work for me 🤷🏽‍♀️","Alright, we'd like to take a deeper look into this. DM us and we'll get started. https://t.co/GDrqU22YpT",general_complaint_vague
1679971,"Ok, IPod Touch full battery charge 99% plug the cable out, 10 minutes later 20% explain that","We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.",hardware_issue
1680724,"when you need help, but apple doesn’t work either! 😓 https://t.co/1ZSHvn3ANL","Were you able to get through? If not, send us a DM and let us know what's going on. https://t.co/GDrqU22YpT",general_complaint_vague
1680858,"who can I contact regarding an error subscription via iTunes?","We’d be glad to look into this with you. Reach out to our iTunes team here: https://t.co/SDIe7UiyJN",purchase_billing
1681561,"Thanks guys. I’ll have a look 👀","Of course! You're very welcome.",no_actionable_content
1681576,"didn’t think my battery life could get even worse but 11.1 takes the cake. I have to walk around with an external battery.","Let's take a look at this together. DM us which model of iPhone you're using and we'll get started. https://t.co/GDrqU22YpT",software_issue
1681598,"See it did it right there!!!!","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",no_actionable_content
1682479,"#GoodJobApple #iOS11IsAJoke https://t.co/8gzqWmHmp7","We’d be glad to look into this. Can you let us know more about the situation via DM? https://t.co/GDrqU22YpT",general_complaint_vague
1682502,"I have iPhone 6s runs ios11.1 It freeze on apple logo. I need only to restore it without reinstalling 2.5 GB operating system","Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT",software_issue
1682525,"I️ need to figure out how to fix my phone. This glitch is pissing me off. FIX IT!","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1682593,"Trying to set up iCloud for extra storage - enter Apple ID &amp; password but no verification code has been sent?","We'd be happy to look into this with you. Send us a DM, and we'll continue there. https://t.co/GDrqU2kzhr",account_data_issue
1683416,"so are y’all going to fix this glitch with the letter “I” or nah","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1684455,"I AM TIRED. FIX THIS. https://t.co/pGvSnCrDE5","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1684495,"y’all need to get it together and fix the “i” problem... looks like c# code on my screen -_-","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1684509,"can you please fix this i️ situation!!!!! this is getting very annoying","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1684520,"Like I’m sorry when I pay $14 for a subscription, I expect it to be $14, not ninety five fucking dollars","We can certainly understand why you'd be concerned. Our iTunes Store team is best suited to help: https://t.co/SDIe7UiyJN",purchase_billing
1687744,"SO ARE YOU SENDING OUT A NEW iOS or do I️ have to keep looking at this question mark box 🙄🙄🙄🙄","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1688458,"11.0.3 !!!!","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz",no_actionable_content
1688540,"wassgood wit these boxes y’all needa fix my shit","Hello! Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",no_actionable_content
168886,"Help please . Only thing left to set up on new 8+ is my photo library. I thought it would automatically load from iCloud but it hasn’t and is blank. How do I get all my photos??","well let's see where those have gone so you can get this iPhone set up at last! Did other iCloud content come over already like contacts?",how_to_question
1689332,"I️ did that a couple times but it keep going back to doing the same thing","Got it! Thanks for trying that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",software_issue
1689343,"I literally entered my password correctly to sign into iCloud online and I’ve been locked out of my account - why ??","We’d recommend reaching out to our Apple ID team for any Apple ID inquires. You can get started here: https://t.co/UJm15vmMM2",account_data_issue
1689944,"Waardeloos, sinds laatste iOS updates telefoon van slag. Bij contact krijg ik te horen dat het probleem uniek is. 1/2","We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",software_issue
1690616,"Every time I️ type in the letter after H some stupid symbols show up WHYYYY","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1690644,"Dear please fix my I️ phone","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1690664,"Shoutout to and iOS 11, every so often my alarms are completely silent. Y’all gonna Email my professor and explain?","DM us which Apple device this is occurring on. We'd want to help you get to your next class on time. https://t.co/GDrqU22YpT",software_issue
1691747,"FIX THIS DAMN GLITCH","We're here for you. What issues are you seeing and on which device?",general_complaint_vague
1693390,"I'm trying to report a problem with an app subscription but it won't send my request through","We can point you in the right direction. For this, you will need to talk to our iTunes Store team: https://t.co/SDIe7UiyJN",purchase_billing
1693499,"how many Apple Store gift vouchers can be used online in the UK in one transaction as part payment for a purchase?","To find the payment options available in your region, reach out to our Apple Online Store team via: https://t.co/8yjRd1Xo0i",purchase_billing
1694923,"Hey guys! Why can't I change my apple music subscription to the student account??","We would be glad to help with your Apple Music Student Membership. Take a look at this: https://t.co/ovhvOGgQpP",purchase_billing
1697336,"Also, for sure fix the question mark glitch...","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1697371,"My iPhone 7 has been trash all weekend. And Still today ... wtf https://t.co/AkcI0KFupb","We'll be happy to provide you with our recommendations on how to proceed. What’s going on with your iPhone 7?",general_complaint_vague
1697419,"why does my 7 plus take so long to charge","We'd be happy to help. Send us a DM with a few more details and we can start there. https://t.co/GDrqU22YpT",hardware_issue
1697463,"It doesn’t animate! It just sits like a still","Got it, thanks. To help determine the steps we’ll take for this issue, can you tell us the iOS version your iPhone is on?",software_issue
1697491,"fix your update it’s messin with my already week meme play","We're here to help. Which Apple device and software version are you using? Can you tell us more about the issue you're having?",software_issue
1697579,". do iPhone8/X support both CDMA and GSM in the same phone or do we still have to be careful to buy for our assumed carrier?","There are some models that will work with either band. Check these out: https://t.co/ngwnmNILIr and https://t.co/U12xqgJWbP",how_to_question
1697592,"Guess “eye” will be typing different now since can’t get their shit together.","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1698431,"Has decided to tell us yet as to why this “A question box” thing is the new “I️” word? #applebug https://t.co/reNZbltjQT","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",how_to_question
1698445,"can’t even use the letter “i” in caps because of the new update. See what I️ mean? Please fix this.","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1698513,"fix this question mark box shit","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1698533,"Ever since I cancelled my Apple music subscription I can’t listen to any of my songs I had in my library, any help on this?","We'd love to help. When was it canceled? Also, how are you adding music now?",purchase_billing
1699836,"If y’all don’t fix this stupid ass update I’m going back to android","We're here to help with any issues you encounter. What's happening with your device?",general_complaint_vague
1699878,"Ight now this I️ shit is gettin a little old yo","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1699899,"Hola porque llegó este correo si yo no hice esta compra. https://t.co/av3Y8xKe6L","We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs",purchase_billing
1700906,"Thx for the most advanced phone ever, . Now please get rid of the ""sent from my iPhone"" sig at the bottom of every email I mean wtf","We're glad to help! It's possible to customize the signature for each email account from within Settings &gt; Mail &gt; Signature.",how_to_question
1701614,"U DID ME SO DIRTY W THIS UPDATE. MY PHONE GOES FROM 100 TO 45 IF I SO MUCH AS UNLOCK IT.","Let us look into this for you. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT",software_issue
1701643,"Damn it I turn my phone on look at email get 3 texts and my phone has already lost 25% of my battery fuck IOS 11!","Let's help take a closer look. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT",software_issue
1701657,"just phone number and Apple ID on Accounts page, no chat option on Internet Accounts for Facebook or Google https://t.co/DekR6mATjW","Can we take a look at what's going on? If you'd like our help, send us a DM and we'll see what we can do. https://t.co/GDrqU22YpT",account_data_issue
1701962,"ALSO FIX THIS GLITCH","We'd be happy to help. Can you tell us what you're experiencing?",general_complaint_vague
1701978,"fix this fuckin I️ shit too","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1702052,"iPhone7 plus. I wanted to make a vid off what was going on. I am sorry, I was not able to.","No worries. Let's take a closer look in DM. https://t.co/GDrqU22YpT",software_issue
1702091,"are AirPods water resistant ? Or should I️ not wear them in Ohio in the winter","Excessive exposure to liquids can damage AirPods and is not considered under warranty. Here's a guide: https://t.co/GQEa8sdYcE",how_to_question
1702103,"Get your shit together, https://t.co/wHBxk5FNaB","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz",general_complaint_vague
1703027,"Dit c’est quoi ce clavier qui bug depuis la MAJ ? #iPhone6s #iOS11 #BreakTheKeyboard","We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",software_issue
1703039,"Ok seriously WTF is up with this lol https://t.co/iMZuRc1DSO","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1703960,"Yo can’t you fix this I️t","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1704044,"I restored new iPhone from backup. Last two years of photos not in ""Camera Roll"", but they are on Places&amp;Moments. What to do?","Let's get you set up with one of our App specialists for more assistance. You can reach out to them here: https://t.co/IBIY3vMgPj",software_issue
1705366,"First off, what’s up with the weird question marks and exclamation points when I️ try to type the letter “l”??????","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1706101,"what’s going on nothing is working also why is everything screwing up..","We want to help. What seems to be happening with your device?",general_complaint_vague
1706743,"Same here, but had the problem before update as well. Something wrong with servers. But gmail app works fine?","We'd like to look into this further. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT",general_complaint_vague
1706747,"iOS 11 de TJK mobil tv uygulamasını açmıyor","We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",third_party_app_issue
1706824,"Also I’m not going back and correcting my I️ anymore. Get it together","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1706826,"when are u fixing this glitch? I️","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1706858,"Dear , Fix your damn software! Sincerely, One pissed off customer.","What kind of issues are you having? We'd love to help out. https://t.co/GDrqU22YpT",general_complaint_vague
1707621,"please make Safari browser and iCloud email compatible w/ iPhone X soon. Thanks","We'd like to help with any issues you're having with Safari and iCloud email. Send us a DM to get started. https://t.co/GDrqU22YpT",how_to_question
1707732,"It’s been doing it since I got the phone on Friday afternoon. IOS 11.0.3","Does this happen with a specific app or all apps? Are you connected to your home Wi-Fi network?",no_actionable_content
1707736,"entire camera roll is now out of chronological order... photos from years ago appearing ahead of recent photos taken yesterday","We'd like to take a look at this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT",software_issue
1708444,"After connecting to iTunes, and updating, things are working again.","We're glad you've got it working!",no_actionable_content
1708476,https://t.co/jiMoMUxlBr,"Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",no_actionable_content
1709261,"I also added restrictions and removed the fingerprint lol","We understand, For billing issues, we do need you to contact our iTunes Store Advisors: https://t.co/SDIe7UiyJN",no_actionable_content
1709949,"Really ?? This is what you want to autocorrect “I️” to? #WTF https://t.co/xtf84xRTYz","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ",software_issue
1709985,"y’all really need to fix the bugs/battery issues on ios11","We'd love to help you through these concerns. Can you let us know the device model you use and full iOS version?",general_complaint_vague
1710059,"that square and question mark shit blowin’ minds now, how you fix that?","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_issue
1710719,"Blatantly disrespect it’s customers. Because what you guys are doing is wrong and down right disrespectful. Completely.","We want you to be able to charge your iPhone. Let’s get this resolved for you in DM. https://t.co/GDrqU22YpT",general_complaint_vague
1710764,"this is ridiculous...I️ expect more from you Apple #disappointed","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz",general_complaint_vague
1710778,"So lame😡 me too 😡","We still want to help. Send us a DM, and we'll look into what's going on. https://t.co/GDrqU22YpT",general_complaint_vague
1710908,"why I’m getting this? https://t.co/T4CF8XNZA5","That e-mail is not from Apple and appears to be a phishing attempt. Learn more about that here: https://t.co/LNMCdqt6fD",account_data_issue
1711004,"So I can’t get into my gmail...wtf https://t.co/Oj6XsiwvXh","We know email access is important and would like to help. Are you able to check Gmail from other devices?",account_data_issue
1711017,"Please help me on it? Is possible to do a downgrade? This is very bad","Understood, we can help. We have some support steps we'd like to take in DM. Send us a message, we'll meet you there. https://t.co/GDrqU22YpT",how_to_question
1711256,"This pops up every 10-15 seconds and I’m tired of furiously screaming “STOP LYING” at my phone. https://t.co/pYU8zkNFEf","Let's look into this for you. Send us a DM with your current iOS version. https://t.co/GDrqU22YpT",software_issue
1711274,"I really need to take care of this weird character issue. I can’t come up with anymore text replacements","Let's get this resolved for you. Please send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",software_issue
1711339,"are you going to fix the “I️” issue soon?","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",general_complaint_vague
1711358,"All currently up to date","We want to help. Send us a DM and let us know exactly what apps seem to be causing issues. https://t.co/GDrqU22YpT",no_actionable_content
1711938,"Now I can’t watch a YouTube video without Snapchat notifications pausing my videos Y U betray me","We'd like to take a look into this. Please send us a DM with more details, and we'll get started. https://t.co/GDrqU22YpT",third_party_app_issue
1712447,"why when I create playlists nothing saves? I put it in order and it doesn’t save, and songs just disappear. Ffs","We'd like to help out! Are you an Apple Music subscriber? Which iOS version is installed on your device?",software_issue
1712482,"I️ hope you are fixing the letter I️. I️ am annoyed.","We received your DM. Be on the lookout for our response there.",general_complaint_vague
1712941,"I️ don’t trust y’all updates anymore how about that I️ updated and now I️ got question marks I️ I️ I️ I️ I️ look at this","Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT",software_issue
1712950,"FIX THIS UPDATE FOR CRYING OUT LOUD","We're here to help. Tell us more about what's going on with your iPhone.",software_issue
