tweet_id,created_at,customer_message,support_response,gold_intent
1419632,Thu Nov 02 01:21:00 +0000 2017,11.1,"Let's work on a solution together. To start, please DM us with the country where you're located and device model you're using. https://t.co/GDrqU22YpT",no_actionable_content
1966649,Tue Oct 31 12:20:00 +0000 2017,"waiting for iPhone X, updated my 6plus to iOS 11. BIG MISTAKE. So frustrated I may not buy an X at all. #FAIL","Reach out to us in DM, explaining the issues. Let's see if we can extend that iPhone life a bit for you! https://t.co/GDrqU22YpT",software_issue
2010484,Sun Nov 05 03:48:00 +0000 2017,FIX THIS GODDAMN GLITCH IM SEEING THIS BULLSHIT EVERYWHERE NOW,Send us a DM with the issue you're having and the device you're having it on. We'd like the details to help. https://t.co/GDrqU22YpT,software_issue
587014,Sun Dec 03 15:28:00 +0000 2017,hi I received this email can you tell me if it’s legit please? https://t.co/LZ42KwQIKU,Thanks for reaching out! That doesn't look like it's from us. Learn more about identifying and reporting phishing emails here: https://t.co/LNMCdqt6fD,third_party_app_issue
1420148,Thu Nov 02 02:48:49 +0000 2017,iOS 11,"Thanks for keeping your device updated. iOS 11.1 is the current version. For these next steps, let's work together in DM. https://t.co/GDrqU22YpT",no_actionable_content
1703039,Mon Nov 06 21:51:01 +0000 2017,Ok seriously WTF is up with this lol https://t.co/iMZuRc1DSO,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_complaint_vague
322071,Sat Oct 07 13:30:29 +0000 2017,my phone has been freezing and having low battery issues since iOS 11.0.2 on my 6splus. Plz release a patch soon! Thanks,We want to help! Meet us in DM at the link below. We'll check into these issues in more detail today. https://t.co/GDrqU22YpT,software_issue
2117903,Wed Nov 08 14:23:00 +0000 2017,So do I️ need to send a check for a x for my 7+ to work let ya girl know. I’m on my cycle and I’m real tired of your shit Tim Cook,We want your phone to work efficiently. Meet us in DM and we'll work together to get it running correctly. https://t.co/GDrqU22YpT,software_issue
1013809,Sun Oct 22 18:35:32 +0000 2017,cell service continually wing dropped on iPhone 6s after iOS 11 upgrade. Using Maps is useless and dangerous. How to fix?,Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,software_issue
2901987,Tue Nov 28 18:25:55 +0000 2017,Why does my phone start sucking ass every time a new iPhone is released?,"If you're running into issues with your iPhone, we'd like to help you out. Please tell us the exact issue(s) you're experiencing. Also, what version of the iOS software do you currently have installed? Send us a DM with these details and we'll continue from there. https://t.co/GDrqU22YpT",general_complaint_vague
237349,Thu Oct 05 15:41:36 +0000 2017,"thanks, 11.0.2 update made and bug fix.","It sounds like iOS 11.0.2 update was able to rectify the issues you were experiencing. If not, DM us more details for help. https://t.co/GDrqU22YpT",no_actionable_content
592290,Sun Dec 03 17:16:26 +0000 2017,I updated my iOS and lost all my pictures from my first two days in Rome. I’m so mad st y’all,"We understand how precious those memories are, and want to get you to the right place for help with locating them. Reach our Photos team here: https://t.co/IBIY3vMgPj",account_data_issue
1339678,Fri Oct 27 15:30:01 +0000 2017,how can i disable that annoying new screenshot thumbnail?? 😡,"Hey there. We can go over some info about that. Just so we're on the same page, are you using iOS 11.0.3 on your device?",how_to_question
1970205,Tue Oct 31 17:22:27 +0000 2017,Trying to cancel my Apple Genius appointment but site looks down https://t.co/yfGa5VfZoS,"Let us know via DM the device you are using to access the site, then we can help out in looking in to this! https://t.co/GDrqU22YpT",software_issue
937475,Sat Oct 21 18:25:01 +0000 2017,My shit wnt charge past 40% and it's been ok charge since last night 😡,We'd like to help. What Apple device are you currently using?,hardware_issue
1969759,Tue Oct 31 15:42:01 +0000 2017,why does my iphone say I have 2.35 gb of storage in my photos app but I only have 403 photos?,Have you elected to optimize iPhone storage? To learn more about that check out this link: https://t.co/8YUslsnsM5,how_to_question
1795398,Thu Oct 12 13:53:51 +0000 2017,I plan 2 buy the watch series 1. u don’t give a charger but provide the wire. Can iPhone/iPad charger be used 4 charging watch,An iPhone or an iPad power adapter will work with that USB cable for an Apple Watch. DM us if you have other questions. https://t.co/GDrqU22YpT,how_to_question
721813,Wed Oct 11 02:02:29 +0000 2017,Phising email I received. Please look into it. https://t.co/SmqWr955Lr,Thanks for reaching out to us. We're here to help. Take a look at this article. https://t.co/LNMCdqt6fD,third_party_app_issue
1923170,Wed Oct 18 15:04:36 +0000 2017,why is my card declining when there’s plenty of money in my account 😐😞,We've got an article to help: https://t.co/U96y4MTG7k Still having issues? Contact our iTunes Store: https://t.co/SDIe7UiyJN,purchase_billing
2120211,Wed Nov 08 15:11:34 +0000 2017,my notifications and time line aren’t working right in the Twitter app.,We can assist with that. Is that the only app that you are not getting notifications for? Which iOS version are you using?,third_party_app_issue
1681576,Mon Nov 06 16:26:30 +0000 2017,didn’t think my battery life could get even worse but 11.1 takes the cake. I have to walk around with an external battery.,Let's take a look at this together. DM us which model of iPhone you're using and we'll get started. https://t.co/GDrqU22YpT,software_issue
1677903,Mon Nov 06 15:00:45 +0000 2017,Yo fix your shit with this I️ I️ I️ I️ I️ I️ bullshit,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
2366212,Mon Nov 13 23:22:00 +0000 2017,I Have A IPhone 6 And My Photos In My Photo Gallery Don’t Load All The Way It’s A Blurr,So we're on the same page. Are you meaning the built-in Photos app or are you meaning a third party application?,software_issue
2981658,Tue Oct 31 21:05:34 +0000 2017,"i have a problem on my iphone where when I start searching something in safari it crashes, could this be a virus or a glitch?","You're in the right place for help. To get us pointed in the right direction, is Safari close or the iPhone restarting?",software_issue
334938,Sat Oct 07 20:39:00 +0000 2017,Day 2 of my watch burns at least the blisters are gone https://t.co/EHhqeuUa0T,We'd like to review this for you. Please DM us the model of your Apple Watch and we'll get started. https://t.co/GDrqU22YpT,hardware_issue
322313,Sat Oct 07 13:51:01 +0000 2017,I messaged you 7 hours ago.. no response.,We've received your DM. Please check there for our reply.,general_complaint_vague
1623855,Sun Nov 05 17:52:00 +0000 2017,!!!!! Fix this I️ nonsense!!! COME. ON.,Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,general_complaint_vague
2864877,Tue Nov 28 00:24:26 +0000 2017,I believe so APL* https://t.co/aSluQEdGs1 APL* https://t.co/AQR8aeXv4l CAUS That's what shows up on my bank statement,"Thanks for that info. From here, we recommend you reach out to our iTunes Store Support team by using this link: https://t.co/SDIe7UiyJN",purchase_billing
359835,Sun Oct 08 16:35:00 +0000 2017,photos are not getting saved in the photo gallery from whatsapp when they are trying to be saved...,"Our Photos support team is ready to support you. In this situation, you’ll want to reach them here: https://t.co/IBIY3vMgPj",third_party_app_issue
457179,Fri Dec 01 01:13:53 +0000 2017,Tha\t’ did not fix the issue,"Alright, DM us your country and we'll continue. https://t.co/GDrqU22YpT",general_complaint_vague
2868515,Tue Nov 28 01:20:00 +0000 2017,I️ don’t understand why hasn’t fixed this letter *I️* issue yet...,"Hi there! We released 11.1.2 which should fix this issue. If you're updated, are you seeing this when you type, or in text from others? If you're seeing it when others have typed then they may need to update their devices.",software_issue
2040802,Wed Nov 08 00:12:29 +0000 2017,why does my iTunes on my iPhone keep skipping two or three songs every time I press next song?! 😭🙄,We're here to help! Send us a DM with your current iOS version and we'll take a closer look at the issue there. https://t.co/GDrqU22YpT,software_issue
1776815,Wed Nov 08 00:11:49 +0000 2017,why does AppleCare coverage begin when you ship an iPhone instead of when I receive &amp; activate it? Only a few days difference…,Let’s get you partnered with our Advisors who specialize in AppleCare coverage. Contact them here: https://t.co/IBIY3vMgPj,purchase_billing
919171,Fri Oct 13 20:53:00 +0000 2017,So disappointed to have ordered an Nike Apple watch well before release only to learn my watch is delayed.,Our Sales Support team is in the best position to assist and can be contacted from here: https://t.co/8yjRd1Xo0i,purchase_billing
656349,Wed Nov 22 22:29:00 +0000 2017,"I finally updated my iOS (late to the game, I know) and I have no clue how to use the new features... Fack.",We want you to be able to enjoy all the new features iOS 11 has to offer. Take a look at this user guide for assistance: https://t.co/gK62JeQApX Let us know if you have any questions.,how_to_question
446465,Thu Nov 30 19:34:26 +0000 2017,"Hey and , can you fix how all our iPhones are running incredibly slow after this last iOS update. I hit a button and a few seconds later it finally recognizes it....HELP!",We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,software_issue
1864517,Fri Oct 20 15:11:01 +0000 2017,Hey I keep getting emails that my iCloud was signed into but I don’t use iCloud I have it turned off,We're happy to look into this with you. Please come on over to DM and we'll take a look into these emails. https://t.co/GDrqU22YpT,account_data_issue
617208,Wed Nov 22 16:33:35 +0000 2017,I need refund just take your cell back,We've received your DM and will continue to reply there. Look for a response from us there shortly.,purchase_billing
610267,Wed Oct 04 17:09:01 +0000 2017,Could you help me restore my iPhone5 to factory settings please? You've helped me before but I forgot how to. Thanks!,Sure thing. This article will walk you through how to restore your iPhone to factory settings: https://t.co/swvuDDNFQT,how_to_question
327310,Sat Nov 25 14:26:30 +0000 2017,"hey apple, apple does not recognise visa payment from rwanda east africa please help include rwanda on your countries list. thanks","We appreciate you reaching out about this. iCloud storage upgrades aren't available in Rwanda at this time. We certainly value your feedback about this, and refer you to the steps in the following guide to help manage your storage: https://t.co/7vNd2QAL5s",purchase_billing
2806692,Wed Nov 22 04:07:00 +0000 2017,"I have the iPhone X, IOS 11.1.2. I was playing a new game I downloaded so I don’t know if I accidentally clicked on an IAP or what but now it keeps popping up.","Got it. Restart your iPhone as our article explains, and DM us if you see the message after restarting: https://t.co/OWRDHXa3VP https://t.co/GDrqU2kzhr",third_party_app_issue
177840,Sat Nov 25 01:16:00 +0000 2017,"I've never backed up to iTunes, but yes I have a Mac that has iTunes and I've considered doing that before I reset the settings. But I bought this phone about 3 or 4 months ago, its a 7 plus, and it's never been backed up.","Got it. In that case, to be on the safe side, let's create a backup in iTunes. After you've completed that, meet up with us in DM and we'll go over some steps we can take before resetting all settings. Also, is there a message that appears when attempting the backup? https://t.co/GDrqU22YpT",account_data_issue
2005140,Sat Nov 04 04:18:57 +0000 2017,No battery % on the X? Say it ain’t so,Are you referring to the battery indicator or something else? Please let us know in DM. We’re happy to help. https://t.co/GDrqU22YpT,how_to_question
1863461,Fri Oct 20 13:18:00 +0000 2017,"Ah, worst case is my #applewatch 1 with latest WatchOS 4. doesn’t hold an entire day. Somewhen each evening the watch is dead. :(",We can help. This article has some great tips for getting the most life out of your Apple Watch battery. https://t.co/TpjqFp3jxD https://t.co/GDrqU22YpT,hardware_issue
2425911,Tue Nov 14 19:15:07 +0000 2017,what is this !!!!? How can I make calls now???? Please don’t tell me to restart iPhone. It appears only on the phone app!!! Honestly idk to laugh or cry ? https://t.co/Hgcs4DVXCl,We want to be sure you can make phone calls normally. DM us and let us know if there is something that seems to trigger this happening each time. https://t.co/GDrqU22YpT,software_issue
847081,Fri Oct 20 14:37:01 +0000 2017,waarom krijg ik na de nieuwste update mijn whatsapp berichten niet meer binnen.,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,third_party_app_issue
1276324,Thu Oct 26 15:52:31 +0000 2017,"system say my membership already expired , but I am sure my membership is still alive , I can’t listen to any music right now😭 https://t.co/LCrbfV6clz",That doesn't seem right. DM us which model of iPhone you've got and we'll help out. https://t.co/GDrqU22YpT,account_data_issue
2431274,Tue Nov 14 21:06:31 +0000 2017,"Ever since I updated to iOS 11, my battery dies at 8%. I've done a battery recalibration 4 times and restored as new. Is there anyway to check the overall battery health (other than Coconut Battery) so I can verify this is a software issue?",We'd like to help look into this. Go ahead and meet us in DM letting us know what type of phone you have and we can help.,software_issue
2575354,Thu Nov 16 20:44:00 +0000 2017,Me so tired of my brand new mePhone fuckin up all the time me might just smash Phone against a wall and end me misery.,Let us help with your iPhone! What kind of issues are you having with it? Which version of iOS are you running on the iPhone currently?,general_complaint_vague
2051347,Thu Oct 05 20:55:32 +0000 2017,after spending 2 +hrs trying to get an doc saved on am Apple computer to an edit status and still failing only makes hate Apple more,We want to help. Please send us a DM and let us know which application you're using when you try to save. https://t.co/GDrqU22YpT,software_issue
825919,Fri Oct 13 01:53:00 +0000 2017,iCloud but everything didn’t come back,"Okay, let's meet in DM.",account_data_issue
654379,Wed Nov 22 22:26:30 +0000 2017,"how do I dispute a charge within an app? I tried to make a purchase yesterday, and it didn’t work but the purchase went through 3 times on my purchase history. Do I dispute that with you or the company of the app?",We'd like to help. You can report issues with purchases on your account to our iTunes team as outlined here: https://t.co/A5QhKRZhQQ,purchase_billing
114482,Thu Nov 23 21:19:00 +0000 2017,i didn’t get my 5K turkey badge even though i went on a 3.27 mile walk using my watch https://t.co/8FzUKCmXrX,We want to ensure you receive all the achievement badges for your logged workouts. Which app did you use to track the walk? We'll take it from there.,account_data_issue
2071956,Sat Nov 25 14:52:00 +0000 2017,"I'd like to check the health of my iPhone battery. Is this something you can help me with, please?",We can assist you. Can you describe the kind of issues you are experiencing with your battery life?,how_to_question
2555298,Thu Nov 16 16:05:00 +0000 2017,"#ios11.1.1Bug is killing all the #iPhoneSE versions. After the update, iphones which were normally working were started being frozen and stuck with an #appleLogo on a black screen and started the restart game. Apple a fix please. Still?","We’d love to help with your iPhone. We have a helpful guide for when an iPhone gets stuck on the Apple logo, which you can see here: https://t.co/8MvHMFZ83h Please send us a DM if we can help further. https://t.co/GDrqU22YpT",software_issue
2490826,Fri Nov 17 15:43:37 +0000 2017,Not works,Thanks for letting us know what you found with those steps. Let's pair up in DM to take things from here. https://t.co/GDrqU22YpT,no_actionable_content
2783343,Tue Nov 21 17:35:49 +0000 2017,Received this today. The wrong time sparked concern about a possible phishing scam. https://t.co/2v0GPuc0TI,"Thanks for bringing this to our attention. Let's meet in DM to gather a few more details. In the meanwhile, be sure not to click any links or input any personal information. If you have already done so, please visit: https://t.co/hTElw6mg3P to change your password. https://t.co/GDrqU22YpT",third_party_app_issue
2062210,Fri Oct 06 13:51:06 +0000 2017,I faced a lot of issues regarding last update in apple market especially in updates And in battery life become short,Thanks for bringing this to our attention. We'll be more than happy to assist you. Just let us know what's going on via DM. https://t.co/GDrqU22YpT,software_issue
356467,Sun Oct 08 14:46:56 +0000 2017,I updated my ipad mini 2 to 11.0.2 and my ipad screen has brightness / contrast issues with few lines n all.,Let's take a closer look at your iPad Mini. Please reach out to us in DM and we'll get started. https://t.co/GDrqU22YpT,software_issue
2580593,Fri Nov 17 14:21:00 +0000 2017,Thanks!,You're welcome. Let us know if you have questions in the future.,no_actionable_content
1777874,Sun Oct 29 01:06:00 +0000 2017,"If I don't want to use two-factor authentication, how do I change what device the code go to?",It looks like you have it enabled already. You will need to be able to log into your account successfully to change that.,how_to_question
92810,Thu Nov 30 16:48:39 +0000 2017,UK,"For the best assistance regarding your order status and location, call our Apple Online Store team directly at 0800 048 0408. Lines are open Monday-Friday 08:00-20:00 and Saturday-Sunday 09:00-18:00. Or use: https://t.co/Di7GEfZgJi Other questions? DM us. https://t.co/GDrqU22YpT",no_actionable_content
2677920,Tue Oct 31 14:36:28 +0000 2017,Wow I just lost 22% power in 15mins on my iPhone. 11.0.3 is terrible. Wait... now 24%...,We're glad to help get this sorted out. Have you had a chance to follow the steps in this guide? https://t.co/TpjqFp3jxD,hardware_issue
2978812,Thu Nov 30 03:52:33 +0000 2017,"PLEASE EXPLAIN TO ME ON HOW MY PHONE SCREEN ON MY IPHONE X JUST SHATTERED LIKE SOMEONE SHOT IT WHEN I BUMPED INTO MY WALL!!!! $1,500 PHONE = JUNK https://t.co/hOvbHh3uVl",A cracked screen can be upsetting for sure. We're happy to look at your service options. Send us a DM with your current region or country since options vary by location. https://t.co/GDrqU22YpT,hardware_issue
2496102,Mon Oct 30 01:31:00 +0000 2017,1 month after getting the iPhone 8+ I’m experiencing problems with the home button and slowness. 🙁 🙁,We want you to enjoy your new iPhone. May we ask what's happening with the Home button?,hardware_issue
555255,Sat Dec 02 20:24:53 +0000 2017,Hi just a little stressed at the moment because my iphone won't work and the animals of Pocket Camp need me.,We want to help. What issues are you experiencing with your iPhone?,general_complaint_vague
2561840,Sun Nov 26 20:16:00 +0000 2017,"I hate you so much -- No reason to have to change my password, but you are forcing me to and I don't know why. Do you care at all what customers want? As soon as I can get rid of you, I will.","We can certainly understand where you'd be concerned, and we want to help you figure out what's going on. Please DM us which device and software you’re using. https://t.co/GDrqU22YpT",account_data_issue
2975703,Thu Nov 30 02:48:54 +0000 2017,I can’t find a way to merge two different moments in Photos for Mac. Possible? It’d be great for events that split before/after midnight but go together.,We'd like to help with this. Our Photos experts are here for you: https://t.co/IBIY3vMgPj,how_to_question
1776797,Wed Nov 08 00:13:59 +0000 2017,I️ can’t even tweet like I️ want to. Wtf...tweets looking crazy as hell because of “I️”. Do y’all see this shit?? fix it.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_issue
2015671,Sun Nov 05 19:41:28 +0000 2017,fix these boxes and give me my lowercase I back,Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,software_issue
908477,Sat Oct 21 02:56:26 +0000 2017,the PS Vue app is not working on my apple tv4. Whats going on?,Let's help get you into the right hands. Please reach out to us via: https://t.co/IBIY3vMgPj and we can go from there.,third_party_app_issue
1159423,Tue Oct 24 17:23:01 +0000 2017,i know my password why can't I just log into my goddamn account,The key wouldn’t necessarily be on your iPhone. It was issued when Two-Factor was set up initially. Let's DM to continue. https://t.co/GDrqU22YpT,account_data_issue
744286,Fri Oct 06 23:58:00 +0000 2017,I have had my iPad plugged in all day and the battery is still at 19%. My iPhone battery lasts about 3 hours now. Very angry.,We’d love to help. Send us a DM to gather more information. https://t.co/GDrqU22YpT,hardware_issue
322340,Sat Oct 07 13:50:10 +0000 2017,"this update broke my phone, fix it",We'd like to help get your iPhone working again. What seems to be going on with your device after updating to iOS 11?,software_issue
2924636,Wed Nov 29 03:09:27 +0000 2017,"$3,000 computer. Please answer your customer support. https://t.co/JMnOXd1J6Z",We're here to help. How can we assist? Let us know in DM. https://t.co/GDrqU22YpT,general_complaint_vague
2702200,Sun Nov 19 21:33:56 +0000 2017,"How do. I’m in the UK so don’t think any supper lines are open. I don’t want my order to be cancelled, have tried to update payment methods to multiple cards I used recently and other family members, where all have failed.","We understand, and we'll do all we can to get you to the right place for help. As this isn't an issue that we can handle via Twitter, please reach out for help with your order by contacting the Apple Online Store team for the U.K. here: https://t.co/juL6VLJ6gi",purchase_billing
2942120,Wed Nov 29 14:10:00 +0000 2017,Idk why but when I charge my phone 📲 it gets super hot,We definitely can understand your concern with your iPhone becoming hot when charging. Let's get this figured out. Are you using the Apple brand Lightning to USB cable and power adapter? Please DM us. https://t.co/GDrqU22YpT,hardware_issue
